date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/5/6 0:00,4,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,10601 NE 138th Pl,Kirkland,WA 98034,USA,7.342406238,366852.12701940007
2014/5/6 0:00,4,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,16020 SE 2nd St,Bellevue,WA 98008,USA,7.567465929,362217.8386457587
2014/5/6 0:00,4,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,USA,7.179957532,401611.3690158162
2014/5/6 0:00,3,3.5,3020,4082,2.0,0,0,3,2080,940,1954,2004,3401-3599 Arapahoe Pl W,Seattle,WA 98199,USA,7.035427296,423684.5429022743
2014/5/6 0:00,5,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,12633 NE 133rd Pl,Kirkland,WA 98034,USA,6.407137289,481821.6501734543
2014/5/6 0:00,6,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,19007 80th Ave NE,Kenmore,WA 98028,USA,6.941112469,464305.119048072
2014/5/6 0:00,4,2.5,2740,45732,2.0,0,0,3,2740,0,1995,0,15418 216th Ave NE,Woodinville,WA 98077,USA,7.448757998,440404.3069062524
2014/5/6 0:00,2,1.75,1660,6000,1.0,0,0,3,1160,500,1942,1999,4711 University View Pl NE,Seattle,WA 98105,USA,7.405129567,443457.1319939203
2014/5/6 0:00,3,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013,720 N 80th St,Seattle,WA 98103,USA,7.591634747,433456.3580644963
2014/5/6 0:00,5,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,9020-9024 11th Ave NW,Seattle,WA 98117,USA,6.587722764,502601.1198137248
2014/5/6 0:00,2,1.75,1170,2400,1.0,0,0,4,740,430,1903,0,2112 N 50th St,Seattle,WA 98103,USA,7.384240469,458494.00190170086
2014/5/6 0:00,3,2.5,1480,1171,3.0,0,0,3,1480,0,2006,0,135 25th Ave E,Seattle,WA 98112,USA,6.318972162,536861.8037984305
2014/5/6 0:00,4,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0,9041 NE 160th Pl,Kenmore,WA 98028,USA,7.338090402,474321.98116462334
2014/5/6 0:00,3,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0,920 221st Ave NE,Sammamish,WA 98074,USA,6.746891424,517895.8749377387
2014/5/6 0:00,3,1.5,1430,8000,1.0,0,0,4,1430,0,1956,0,2527 154th Ave SE,Bellevue,WA 98007,USA,6.289467993,558797.9348238066
2014/5/6 0:00,3,2.5,2460,54885,2.0,0,0,4,2460,0,1980,0,5424 NE 10th St,Renton,WA 98059,USA,7.823270627,450976.5228086812
2014/5/6 0:00,3,2.5,2970,11985,1.0,0,0,3,1770,1200,1995,0,21603 NE 29th St,Sammamish,WA 98074,USA,7.93265174,449034.6543527014
2014/5/6 0:00,5,2.5,2910,9636,1.0,0,0,4,1690,1220,1964,0,3250 165th Ave SE,Bellevue,WA 98008,USA,6.90858692,520505.8172345431
2014/5/6 0:00,5,2.75,1800,3780,1.5,0,0,3,1400,400,1926,2003,7434 Winona Ave N,Seattle,WA 98103,USA,6.811713276,530896.4166203
2014/5/6 0:00,3,2.5,1850,10109,2.0,0,0,3,1850,0,1991,0,8409 NE 129th Pl,Kirkland,WA 98034,USA,6.723245051,539900.568927282
2014/5/6 0:00,3,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986,6422 Marshall Ave SW,Seattle,WA 98136,USA,7.809158366,487413.5238915036
2014/5/6 0:00,5,2.25,3040,8111,2.0,0,0,3,3040,0,1984,0,17649 NE 129th Pl,Redmond,WA 98052,USA,7.114473149,535960.1685399519
2014/5/6 0:00,4,3.0,3100,15480,2.0,0,0,3,2400,700,1996,0,7422 NE 163rd St,Kenmore,WA 98028,USA,7.400867765,516136.6448690306
2014/5/6 0:00,3,1.75,2130,6500,1.0,0,2,3,1170,960,1954,2005,2214 W Halladay St,Seattle,WA 98199,USA,6.333696437,615955.7931717237
2014/5/6 0:00,4,3.25,3569,8327,2.0,0,0,3,3569,0,2013,1923,710 S 23rd St,Renton,WA 98055,USA,7.878201452,499505.0183537869
2014/5/6 0:00,4,2.25,2260,29930,2.0,0,0,4,1400,860,1977,0,16022 SE 43rd St,Bellevue,WA 98006,USA,7.484127273,543030.9739773688
2014/5/6 0:00,4,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000,2755 NW Pine Cone Dr,Issaquah,WA 98027,USA,6.901573955,595749.1372421503
2014/5/6 0:00,4,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0,18114 NE 136th St,Redmond,WA 98052,USA,6.500301142,635656.8914993355
2014/5/6 0:00,4,3.0,2450,10117,1.0,0,0,5,1580,870,1967,0,15607 SE 42nd Ct,Bellevue,WA 98006,USA,7.640243892,541703.3940027534
2014/5/6 0:00,4,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013,1708 NW 96th St,Seattle,WA 98117,USA,7.798696583,532872.1378881384
2014/5/6 0:00,3,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996,6009 52nd Ave NE,Seattle,WA 98115,USA,7.858570366,561188.4891575474
2014/5/6 0:00,4,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0,1703 NW 200th Ln,Shoreline,WA 98177,USA,7.953365869,559191.651206324
2014/5/6 0:00,4,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0,24201 SE 1st Pl,Sammamish,WA 98074,USA,6.805185332,682951.0203529164
2014/5/6 0:00,4,2.5,3200,12369,2.0,0,0,3,3200,0,1998,2006,14707 SE 84th St,Newcastle,WA 98059,USA,7.692372467,639575.9383425321
2014/5/6 0:00,4,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,17435 SE 47th St,Bellevue,WA 98006,USA,6.542495614,763261.4327132002
2014/5/6 0:00,4,2.5,3880,14550,2.0,0,0,3,3880,0,1987,2000,22344 NE 31st St,Sammamish,WA 98074,USA,7.871364274,657074.8620697965
2014/5/6 0:00,4,2.5,3040,6425,2.0,0,0,3,3040,0,2008,0,16775 NE 86th Ct,Redmond,WA 98052,USA,7.071184477,744575.0816589652
2014/5/6 0:00,4,2.0,3740,32417,2.0,0,0,3,3740,0,2000,0,24507 NE 77th Pl,Redmond,WA 98053,USA,6.75222445,864152.7673454379
2014/5/6 0:00,3,2.5,2690,4047,3.0,0,0,3,2690,0,2014,0,7000 23rd Ave NW,Seattle,WA 98117,USA,7.104839757,934904.7117533135
2014/5/6 0:00,4,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,3922 SW Henderson St,Seattle,WA 98136,USA,7.762095445,992100.8617918884
2014/5/6 0:00,4,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,0,2560 39th Ave W,Seattle,WA 98199,USA,7.336396945,1132901.655341194
2014/5/6 0:00,4,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,0,5650 NE 55th St,Seattle,WA 98105,USA,7.892512008,1358253.33377636
2014/5/6 0:00,5,4.0,4510,15175,2.0,0,0,3,4510,0,1969,2002,8300 SE 82nd St,Mercer Island,WA 98040,USA,7.328692651,1731227.1000253155
2014/5/7 0:00,2,1.0,1040,13100,1.0,0,0,5,1040,0,1912,0,733 1st Ave N,Kent,WA 98032,USA,7.242955583,149879.7999131543
2014/5/7 0:00,3,2.0,1570,7200,1.0,0,0,4,1570,0,1952,0,1249 NE 168th St,Shoreline,WA 98155,USA,6.514145822,183547.7169741782
2014/5/7 0:00,4,1.0,1490,6600,1.0,0,0,3,1490,0,1969,2010,13248 Occidental Ave S,Burien,WA 98168,USA,6.0853906,206263.41936941585
2014/5/7 0:00,3,1.5,1380,11130,1.0,0,0,3,1380,0,1960,2012,32016 8th Ave S,Federal Way,WA 98003,USA,7.919512163,179869.03016268177
2014/5/7 0:00,3,1.75,1640,10762,1.0,0,0,3,1130,510,1988,2000,27000-27080 201st Ave SE,Covington,WA 98042,USA,7.249254054,211989.24602905763
2014/5/7 0:00,3,2.5,1920,9180,2.0,0,0,3,1920,0,1988,2000,206 Oakesdale Ave SW,Renton,WA 98057,USA,6.778293459,230221.78292641343
2014/5/7 0:00,3,2.0,1410,7566,1.0,0,0,3,1410,0,1985,0,11907 SE 261st Pl,Kent,WA 98030,USA,6.57505079,247554.07522032925
2014/5/7 0:00,3,1.5,1260,1270,2.0,0,0,3,1040,220,2005,0,11304 Corliss Ave N,Seattle,WA 98133,USA,6.60221633,251776.54978319784
2014/5/7 0:00,3,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0,624 SW 137th St,Burien,WA 98166,USA,7.959992686,209682.11201691793
2014/5/7 0:00,4,1.75,1720,10018,1.0,0,0,5,1720,0,1960,0,16635 SE 268th St,Covington,WA 98042,USA,7.697513804,219035.6775712716
2014/5/7 0:00,3,1.0,1110,8423,1.0,0,0,3,1110,0,1952,2008,14613 6th Ave SW,Burien,WA 98166,USA,6.59942323,255995.48744372724
2014/5/7 0:00,1,1.0,1100,4373,1.0,0,0,2,820,280,1947,0,232 SW 154th St,Burien,WA 98166,USA,6.049013854,280410.5656230078
2014/5/7 0:00,3,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0,25502 Kanasket Dr,Black Diamond,WA 98010,USA,6.319465112,271630.8825112219
2014/5/7 0:00,5,2.25,2060,8632,1.0,0,0,3,1030,1030,1962,2003,105 SW 129th St,Burien,WA 98146,USA,6.226345579,277872.7139967892
2014/5/7 0:00,3,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0,21326 SE 277th Pl,Maple Valley,WA 98038,USA,7.695986119,242441.7231723579
2014/5/7 0:00,3,2.5,1600,4271,2.0,0,0,3,1600,0,2000,0,5146 S 303rd Pl,Auburn,WA 98001,USA,6.605858194,287585.99237050774
2014/5/7 0:00,3,1.75,1840,10723,1.0,0,0,4,1220,620,1974,0,19313 140th Pl SE,Renton,WA 98058,USA,7.559837251,278219.9010381322
2014/5/7 0:00,3,1.75,2190,8000,1.0,0,0,4,2190,0,1967,0,32631 39th Ave SW,Federal Way,WA 98023,USA,6.150565237,345277.4791852148
2014/5/7 0:00,3,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001,29645 10th Pl S,Federal Way,WA 98003,USA,7.464150383,285876.9980852252
2014/5/7 0:00,3,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0,18227 SE 135th St,Renton,WA 98059,USA,7.10802594,300629.47092856694
2014/5/7 0:00,3,3.0,1680,1570,3.0,0,0,3,1680,0,2014,0,4117 Whitman Ave N,Seattle,WA 98103,USA,6.472472555,345925.57079653663
2014/5/7 0:00,3,2.25,1630,12295,2.0,0,0,4,1630,0,1985,0,19501 135th Ave SE,Renton,WA 98058,USA,6.872477836,335614.44251618517
2014/5/7 0:00,3,1.0,1010,9360,1.0,0,0,3,1010,0,1981,2013,9703 130th Ave NE,Kirkland,WA 98033,USA,6.922849697,343022.08758433966
2014/5/7 0:00,5,2.5,2420,8560,1.0,0,2,3,1620,800,1978,0,3723 S Chicago St,Seattle,WA 98118,USA,7.528657447,317222.5633980092
2014/5/7 0:00,2,1.0,820,6400,1.0,0,0,4,820,0,1944,0,5902 37th Ave SW,Seattle,WA 98126,USA,7.22893312,339085.0616487491
2014/5/7 0:00,5,2.75,2410,5003,1.0,0,0,3,1410,1000,2008,0,7956 46th Ave S,Seattle,WA 98118,USA,6.736957923,367593.6271464088
2014/5/7 0:00,3,2.5,1830,13042,2.0,0,0,3,1830,0,1990,2009,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA,7.665932902,331898.42996040866
2014/5/7 0:00,2,1.0,1640,17335,1.0,0,0,3,840,800,1978,0,3301-3389 289th Ave NE,Redmond,WA 98053,USA,6.979394602,368920.6549232303
2014/5/7 0:00,5,1.75,3000,6000,1.0,0,0,5,1500,1500,1958,0,8514 S 124th St,Seattle,WA 98178,USA,6.100794389,422606.4801485823
2014/5/7 0:00,3,2.25,1660,8307,1.0,0,0,4,1660,0,1961,2001,605 N 178th St,Shoreline,WA 98133,USA,6.718267225,409012.6055158075
2014/5/7 0:00,4,2.75,2140,13000,1.0,0,0,3,1320,820,1968,1997,19302 65th Pl NE,Kenmore,WA 98028,USA,6.20603554,447691.2349945677
2014/5/7 0:00,4,3.0,1830,9548,2.0,0,0,3,1830,0,1991,0,15204 88th Ave NE,Bothell,WA 98028,USA,6.360993904,442651.62340473494
2014/5/7 0:00,3,2.25,1606,1452,3.0,0,0,3,1606,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,USA,6.422977118,440756.69152669824
2014/5/7 0:00,3,2.25,1770,8165,2.0,0,0,3,1770,0,1977,2004,12921 79th Pl NE,Kirkland,WA 98034,USA,7.647339487,372630.04090643255
2014/5/7 0:00,2,2.5,1150,1027,3.0,0,0,3,1150,0,2008,0,3631 Greenwood Ave N,Seattle,WA 98103,USA,7.491794709,384894.7663687574
2014/5/7 0:00,2,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0,232nd Way,Redmond,WA 98053,USA,7.67727139,378247.285407314
2014/5/7 0:00,3,1.75,1500,6180,1.0,0,0,4,1060,440,1947,1988,3827 39th Ave S,Seattle,WA 98118,USA,6.099107555,489469.1545166071
2014/5/7 0:00,3,2.5,1600,3573,2.0,0,0,3,1600,0,2013,1923,2821 NE 16th St,Renton,WA 98056,USA,7.285251317,414288.73017939593
2014/5/7 0:00,3,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0,5003 159th Ct NE,Redmond,WA 98052,USA,6.980068392,447133.3852810226
2014/5/7 0:00,4,2.5,2180,11200,1.0,0,0,4,2180,0,1968,0,18911 NE 165th Pl,Woodinville,WA 98072,USA,7.838798089,415894.1944625931
2014/5/7 0:00,3,2.0,1610,4160,1.0,0,0,4,1010,600,1917,0,4313 SW Willow St,Seattle,WA 98136,USA,6.162008489,534021.0671875593
2014/5/7 0:00,4,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956,1718 N 175th St,Shoreline,WA 98133,USA,6.300667832,529806.7197894689
2014/5/7 0:00,4,2.75,2656,21195,2.0,0,0,3,2656,0,2014,0,31898 50th Pl S,Auburn,WA 98001,USA,7.703927058,435945.28086350986
2014/5/7 0:00,3,2.5,1940,37565,1.0,0,0,4,1940,0,1987,0,20821 SE 135th St,Issaquah,WA 98027,USA,6.998761995,484716.4104653213
2014/5/7 0:00,3,2.5,2280,2289,2.0,0,0,3,1880,400,2006,0,579 Alpine Ridge Pl NW,Issaquah,WA 98027,USA,6.050006822,561092.4380886046
2014/5/7 0:00,3,2.75,1540,6760,1.0,0,0,5,1210,330,1980,0,9626 NE 129th Pl,Kirkland,WA 98034,USA,6.498264177,525181.677505594
2014/5/7 0:00,4,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0,1028 NE 153rd Ct,Shoreline,WA 98155,USA,7.152976461,483751.4994808998
2014/5/7 0:00,3,1.75,1580,9147,1.0,0,1,4,1210,370,1967,0,234 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA,6.152773093,567904.4528364681
2014/5/7 0:00,3,2.25,1170,1249,3.0,0,0,3,1170,0,2014,0,1749 NW 60th St,Seattle,WA 98107,USA,7.983695515,441872.07997355337
2014/5/7 0:00,2,2.0,1550,2400,1.5,0,0,4,1550,0,1900,1971,3845 Whitman Ave N,Seattle,WA 98103,USA,7.619271269,468393.9232572966
2014/5/7 0:00,3,1.0,1340,4284,1.0,0,0,3,1080,260,1910,2006,4703-4707 4th Ave NE,Seattle,WA 98105,USA,7.293083604,493064.3710664997
2014/5/7 0:00,7,5.75,3700,7647,2.0,0,1,3,3700,0,1948,1984,15007-15299 37th Ave NE,Lake Forest Park,WA 98155,USA,6.995068157,523770.16127600893
2014/5/7 0:00,3,3.0,4120,60392,2.0,0,2,3,3180,940,1994,0,32223 NE 88th St,Carnation,WA 98014,USA,7.914514942,480067.9001399346
2014/5/7 0:00,3,2.0,1860,13374,1.0,0,0,3,1860,0,1985,0,1010 NW Inneswood Dr,Issaquah,WA 98027,USA,7.56674284,502132.1126028225
2014/5/7 0:00,3,2.0,2350,5080,1.5,0,0,3,1780,570,1929,0,5531 Seward Park Ave S,Seattle,WA 98118,USA,7.851893768,490809.3917996388
2014/5/7 0:00,4,2.0,1650,5000,1.0,0,0,3,1650,0,1955,2005,6708 14th Ave NW,Seattle,WA 98117,USA,7.033481581,554672.2440904789
2014/5/7 0:00,4,2.0,2510,13695,1.0,0,0,4,1280,1230,1961,2001,11105 126th Ave NE,Kirkland,WA 98033,USA,6.071732965,649235.7309571364
2014/5/7 0:00,3,1.75,1960,4788,1.0,0,0,4,1090,870,1920,0,6253-6299 15th Ave NE,Seattle,WA 98115,USA,6.059335083,670719.2895888282
2014/5/7 0:00,9,4.5,3830,6988,2.5,0,0,3,2450,1380,1938,2003,8809 Densmore Ave N,Seattle,WA 98103,USA,6.377368449,638333.9772958572
2014/5/7 0:00,3,2.5,2460,108900,1.0,0,0,4,1860,600,1977,0,25525 SE 133rd St,Issaquah,WA 98027,USA,6.908777372,589235.6251470136
2014/5/7 0:00,3,2.5,2030,6500,2.0,0,0,3,2030,0,1988,2000,4421-4564 186th Ave SE,Issaquah,WA 98027,USA,7.507499011,558583.8192450077
2014/5/7 0:00,2,2.25,2550,5663,1.0,0,0,3,1720,830,2011,0,1225 N 41st Pl,Renton,WA 98056,USA,7.567488936,564842.9320681158
2014/5/7 0:00,3,3.0,2270,5175,2.0,0,0,3,2130,140,2002,0,1200 N 27th Pl,Renton,WA 98056,USA,7.89465306,550029.3555700004
2014/5/7 0:00,3,2.5,3240,108366,2.0,0,0,4,3240,0,1991,0,18611 SE 307th Ln,Kent,WA 98042,USA,6.551457065,674189.5763663657
2014/5/7 0:00,4,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013,1902 45th Ave SW,Seattle,WA 98116,USA,7.033816439,680044.0273597462
2014/5/7 0:00,4,2.75,2600,6050,2.0,0,0,5,1960,640,1949,0,4140 53rd Ave SW,Seattle,WA 98116,USA,6.284093511,809708.3436411488
2014/5/7 0:00,3,2.75,2520,5401,1.0,0,0,4,1360,1160,1946,1989,2806 13th Ave W,Seattle,WA 98119,USA,7.569661724,672239.0478909967
2014/5/7 0:00,4,2.75,2410,9549,1.0,0,0,4,1780,630,1956,0,10627 NE 45th St,Kirkland,WA 98033,USA,6.211030496,828026.9803251551
2014/5/7 0:00,3,2.0,2540,7200,1.5,0,3,4,1600,940,1905,0,517 32nd Ave S,Seattle,WA 98144,USA,6.341827878,829136.8087600868
2014/5/7 0:00,4,2.0,2210,8556,1.0,0,1,4,1210,1000,1954,1979,3235 30th Ave W,Seattle,WA 98199,USA,7.679794228,701607.2820460773
2014/5/7 0:00,5,3.75,4130,226076,2.0,0,0,3,3170,960,1985,0,12809-12907 206th Ave NE,Woodinville,WA 98077,USA,7.419454264,823018.2980977871
2014/5/7 0:00,4,3.5,3900,8391,2.0,0,0,3,3900,0,2006,0,10908 101st Pl NE,Kirkland,WA 98033,USA,6.797349356,1038084.4650224296
2014/5/7 0:00,4,4.0,4460,103382,2.0,0,0,3,4460,0,2001,0,25823 NE 30th Ct,Redmond,WA 98053,USA,6.29018376,1240433.3994323912
2014/5/7 0:00,6,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945,903 22nd Ave E,Seattle,WA 98112,USA,7.592877555,1340367.2461747385
2014/5/7 0:00,5,4.5,4270,8076,2.0,0,0,3,3400,870,2007,0,11017 101st Pl NE,Kirkland,WA 98033,USA,7.057786285,1473231.2540759642
2014/5/8 0:00,2,1.5,980,5000,2.0,0,0,3,980,0,1922,2003,235 Thelma St,Skykomish,WA 98288,USA,7.767036165,117054.58107325682
2014/5/8 0:00,2,1.0,720,5040,1.0,0,0,3,720,0,1955,2005,8448 Delridge Way SW,Seattle,WA 98106,USA,7.500458652,185440.6683338351
2014/5/8 0:00,3,1.0,1490,8995,1.0,0,0,4,1490,0,1954,1979,12612 23rd Ave S,Seattle,WA 98168,USA,6.67415974,210432.44082040625
2014/5/8 0:00,4,1.75,2000,6120,1.0,0,0,3,1100,900,1965,1993,5933 S Eastwood Dr,Seattle,WA 98178,USA,6.5122296,237544.0119665492
2014/5/8 0:00,3,2.5,1190,3000,2.0,0,0,3,1190,0,2002,0,12227 47th Ave S,Tukwila,WA 98178,USA,6.362356955,244206.03657561395
2014/5/8 0:00,3,1.0,1390,16000,1.0,0,0,4,1390,0,1960,2001,322 9th Ave N,Algona,WA 98001,USA,6.258275638,249351.56189194188
2014/5/8 0:00,3,1.75,950,6000,1.0,0,0,3,790,160,1939,1969,1237 S Sullivan St,Seattle,WA 98108,USA,7.940447798,196526.8010722922
2014/5/8 0:00,2,1.0,1270,3008,1.0,0,0,4,650,620,1923,0,4305 S Webster St,Seattle,WA 98118,USA,6.689630665,238344.242347223
2014/5/8 0:00,3,1.5,1260,7964,1.0,0,0,4,1260,0,1955,2009,168 S 192nd Pl,Des Moines,WA 98148,USA,7.997297367,207855.6257268737
2014/5/8 0:00,3,1.75,1390,7399,1.0,0,0,4,1390,0,1975,0,11921 SE 205th St,Kent,WA 98031,USA,6.117068021,272854.2616392564
2014/5/8 0:00,4,1.75,1730,8320,1.0,0,0,3,1230,500,1977,2004,30633 21st Ave SW,Federal Way,WA 98023,USA,6.864820235,254993.7176817564
2014/5/8 0:00,4,1.5,2130,8800,1.0,0,0,3,1100,1030,1962,2003,24345 35th Pl S,Kent,WA 98032,USA,7.085137649,248979.73479353313
2014/5/8 0:00,4,2.5,2020,6236,2.0,0,0,3,2020,0,2002,0,434 Pullman Ave,Algona,WA 98001,USA,6.268136297,283597.1119928857
2014/5/8 0:00,3,2.5,1940,8547,1.0,0,0,3,1460,480,1989,0,28123 123rd Pl SE,Kent,WA 98030,USA,7.632599235,236454.7926802424
2014/5/8 0:00,4,2.5,1810,6509,2.0,0,0,3,1810,0,1994,0,14816 SE 278th St,Kent,WA 98042,USA,7.737599465,236753.53014100817
2014/5/8 0:00,3,1.75,1890,13860,1.0,0,0,5,1890,0,1966,0,14405 SE 208th St,Kent,WA 98042,USA,7.25335452,273405.7402806938
2014/5/8 0:00,3,2.5,1920,7229,2.0,0,0,3,1920,0,1993,0,1914 S 375th St,Federal Way,WA 98003,USA,7.981376777,250774.36935608415
2014/5/8 0:00,3,2.0,1240,10800,1.0,0,0,3,1240,0,1967,2010,17109 139th Pl SE,Renton,WA 98058,USA,6.857097786,294809.8508206064
2014/5/8 0:00,2,1.25,860,1277,2.0,0,0,3,860,0,2007,0,2113 15th Ave S,Seattle,WA 98144,USA,6.413798694,340574.43796627666
2014/5/8 0:00,4,2.5,2320,6270,2.0,0,0,3,2320,0,2004,2003,15020 SE 281st St,Kent,WA 98042,USA,7.865566361,281121.0103322505
2014/5/8 0:00,4,2.5,2460,7350,2.0,0,0,3,2460,0,1989,0,32817 10th Pl SW,Federal Way,WA 98023,USA,6.172538152,381970.629074669
2014/5/8 0:00,3,1.75,1590,9620,1.0,0,0,3,1590,0,1988,2000,4924 SE 2nd Pl,Renton,WA 98059,USA,7.996641319,296112.50916110625
2014/5/8 0:00,4,1.75,2250,13515,1.0,0,0,4,2150,100,1940,2001,468 Scenic Way,Kent,WA 98030,USA,6.445213467,368442.4678083976
2014/5/8 0:00,2,1.5,960,1808,2.0,0,0,3,960,0,1993,0,1816 26th Ave,Seattle,WA 98122,USA,7.427770501,327011.85256717476
2014/5/8 0:00,6,2.25,3206,5793,2.0,0,0,3,3206,0,2012,1912,25921-25929 35th Pl S,Kent,WA 98032,USA,7.403113298,343681.23151220154
2014/5/8 0:00,3,1.75,1890,9920,1.0,0,0,3,1230,660,1944,0,14317 22nd Ave NE,Seattle,WA 98125,USA,6.745908094,387221.31310523825
2014/5/8 0:00,3,2.5,1960,8000,1.0,0,0,4,1290,670,1977,0,12207 NE 139th Pl,Kirkland,WA 98034,USA,7.443076631,366448.1273536233
2014/5/8 0:00,3,2.75,2090,8354,2.0,0,0,3,2090,0,2012,1912,27930 NE 147th Pl,Duvall,WA 98019,USA,6.515921853,419631.540155303
2014/5/8 0:00,2,1.0,1020,8155,1.0,0,0,4,1020,0,1948,0,13221 3rd Ave NW,Seattle,WA 98177,USA,7.28155771,377371.99803411635
2014/5/8 0:00,3,2.5,1540,1614,3.0,0,0,3,1470,70,2008,0,9202A Interlake Ave N,Seattle,WA 98103,USA,6.78789117,413263.5191235909
2014/5/8 0:00,3,1.75,1460,7700,1.0,0,0,3,1460,0,1979,2014,15917 NE 109th Way,Redmond,WA 98052,USA,7.529829186,382500.06584561075
2014/5/8 0:00,3,1.75,1310,9282,1.0,0,0,4,1310,0,1976,1992,17128 NE 92nd St,Redmond,WA 98052,USA,7.131817717,415738.40593208745
2014/5/8 0:00,2,1.5,1020,1060,3.0,0,0,3,1020,0,2008,0,743 N 71st St,Seattle,WA 98103,USA,7.621997454,393230.0539095539
2014/5/8 0:00,3,2.0,1510,43560,1.0,0,0,3,1510,0,1954,2005,13611 Bear Creek Rd NE,Woodinville,WA 98077,USA,6.856311385,445308.43814963935
2014/5/8 0:00,5,2.25,2440,20828,1.5,0,0,4,2440,0,1975,0,13711 SE 251 Pl,Kent,WA 98042,USA,7.02826823,473018.1803343498
2014/5/8 0:00,3,2.5,2310,4729,2.0,0,0,3,2310,0,2011,0,7630 Todd Pl,Kenmore,WA 98028,USA,7.10471082,471758.2320178312
2014/5/8 0:00,3,1.75,1410,1197,3.0,0,0,3,1410,0,2012,1912,4010 Linden Ave N,Seattle,WA 98103,USA,7.220087572,469857.8458207859
2014/5/8 0:00,4,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0,8013 20th Ave NE,Seattle,WA 98115,USA,7.07720193,508104.7165479206
2014/5/8 0:00,3,1.75,1980,6760,1.0,0,0,4,1980,0,1973,0,3220 170th Ave NE,Bellevue,WA 98008,USA,6.885491857,522251.67869018874
2014/5/8 0:00,3,1.0,1670,4080,1.0,0,0,3,1170,500,1967,2011,544 NE 84th St,Seattle,WA 98115,USA,7.774601993,465144.6045113735
2014/5/8 0:00,4,2.5,2280,65836,2.0,0,0,3,2280,0,2004,2003,13812 196th Ave NE,Woodinville,WA 98077,USA,7.458776476,486659.4195045647
2014/5/8 0:00,4,3.0,2920,33976,1.0,0,3,5,1460,1460,1964,0,645 West Lake Sammamish Pkwy NE,Bellevue,WA 98008,USA,6.638625153,549337.5236528832
2014/5/8 0:00,4,2.5,2550,4630,2.0,0,0,3,2550,0,2005,0,1825 251st Pl SE,Sammamish,WA 98075,USA,7.254554312,502697.44296660786
2014/5/8 0:00,4,1.75,1840,9600,1.0,0,0,3,1220,620,1967,2011,5524 161st Pl NE,Redmond,WA 98052,USA,6.112129878,597212.1650019186
2014/5/8 0:00,6,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0,15451 22nd Ave SW,Burien,WA 98166,USA,6.99378706,526970.4953188126
2014/5/8 0:00,2,2.0,1870,4950,1.0,0,0,3,1870,0,2006,0,23733 NE Salal Pl,Redmond,WA 98053,USA,7.665376666,495626.6980748661
2014/5/8 0:00,4,2.25,2250,41688,2.0,0,0,3,2250,0,1980,0,7304 217th Pl NE,Redmond,WA 98053,USA,6.880376138,561098.3988837838
2014/5/8 0:00,2,3.0,3160,66646,2.0,0,0,3,3160,0,1993,0,22819 NE 166th St,Woodinville,WA 98077,USA,6.195569617,646005.3262137381
2014/5/8 0:00,3,2.5,1750,3354,2.0,0,0,4,1750,0,1991,0,10621 NE 107th Pl,Kirkland,WA 98033,USA,6.403922346,630390.78013816
